case_number,time_reported,time_started,time_ended,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202100257,2021-02-23 23:30:00,2021-02-23 23:30:00,2021-02-23 23:30:00,"1499 BASS AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100256,2021-02-23 04:31:00,2021-02-23 01:34:00,2021-02-23 01:43:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100256,2021-02-23 04:31:00,2021-02-23 01:34:00,2021-02-23 01:43:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100255,2021-02-23 00:33:00,2021-02-23 00:33:00,2021-02-23 00:33:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100255,2021-02-23 00:33:00,2021-02-23 00:33:00,2021-02-23 00:33:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100255,2021-02-23 00:33:00,2021-02-23 00:33:00,2021-02-23 00:33:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100255,2021-02-23 00:33:00,2021-02-23 00:33:00,2021-02-23 00:33:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202100254,2021-02-23 03:45:00,2021-02-23 00:11:00,2021-02-23 00:28:00,"699 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100253,2021-02-22 23:49:00,2021-02-22 23:49:00,2021-02-22 23:49:00,"1202 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100252,2021-02-22 17:44:00,2021-02-22 17:40:00,2021-02-22 17:44:00,"299 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,EXCEPTIONALLY CLEARED
202100251,2021-02-22 17:39:30,2021-02-22 16:10:00,2021-02-22 16:19:00,"0 COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100250,2021-02-22 13:17:00,2021-02-18 10:00:00,2021-02-22 13:00:00,"1100 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202100249,2021-02-22 11:50:00,2021-01-27 18:00:00,2021-02-04 19:44:00,"910 EAST CAMPUS DR, COLUMBIA MO, 65201     ",NO  ,STALKING,STALKING,INACTIVE (MUPD ONLY)
202100248,2021-02-21 22:47:00,2021-02-21 22:47:00,2021-02-21 22:47:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202100248,2021-02-21 22:47:00,2021-02-21 22:47:00,2021-02-21 22:47:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100247,2021-02-21 20:57:00,2021-02-21 20:57:00,2021-02-21 20:57:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100246,2021-02-21 19:43:00,2021-02-21 19:42:59,2021-02-21 19:43:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100245,2021-02-21 19:07:00,2021-02-21 19:00:00,2021-02-21 19:07:00,"1200 ROCK QUARRY RD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100244,2021-02-21 14:06:14,2021-02-21 10:30:00,2021-02-21 11:00:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100243,2021-02-21 05:50:00,2021-02-21 05:49:59,2021-02-21 05:50:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100242,2021-02-20 23:51:00,2021-02-20 23:50:59,2021-02-20 23:51:00,"1517 ROSS ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202100241,2021-02-20 21:19:00,2021-02-20 21:18:59,2021-02-20 21:19:00,"699 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100241,2021-02-20 21:19:00,2021-02-20 21:18:59,2021-02-20 21:19:00,"699 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100240,2021-02-20 14:40:00,2021-02-20 14:30:00,2021-02-20 14:39:00,"399 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100239,2021-02-20 00:36:00,2021-02-20 00:36:00,2021-02-20 00:36:00,"800 ELM ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202100238,2021-02-19 20:48:00,2021-02-19 20:48:00,2021-02-19 20:48:00,"900 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100237,2021-02-19 19:35:20,2021-02-19 01:00:00,2021-02-19 16:56:00,"600 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,BURGLARY,BURGLARY,EXCEPTIONALLY CLEARED
202100236,2021-02-19 17:34:00,2021-02-19 17:00:00,2021-02-19 17:34:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202100236,2021-02-19 17:34:00,2021-02-19 17:00:00,2021-02-19 17:34:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,LARCENY - OTHER,CLEARED BY ARREST
202100235,2021-02-19 14:15:00,2021-02-18 09:10:00,2021-02-18 09:40:00,"399 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202100234,2021-02-19 12:35:00,2021-02-19 12:30:00,2021-02-19 12:35:00,"999 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100233,2021-02-19 12:06:00,2021-02-19 12:05:59,2021-02-19 12:06:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100232,2021-02-19 00:00:00,2021-02-17 00:00:00,2021-02-17 00:00:00,"3215 WINGATE CT, COLUMBIA MO,           ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100231,2021-02-19 09:30:00,2020-12-01 00:00:00,2021-02-07 00:00:00,"901 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,ACTIVE
202100230,2021-02-19 08:57:00,2021-02-18 23:30:00,2021-02-19 08:00:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100229,2021-02-18 23:48:00,2021-02-18 23:48:00,2021-02-18 23:48:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202100229,2021-02-18 23:48:00,2021-02-18 23:48:00,2021-02-18 23:48:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202100228,2021-02-18 23:37:00,2021-02-18 23:37:00,2021-02-18 23:37:00,"916 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100228,2021-02-18 23:37:00,2021-02-18 23:37:00,2021-02-18 23:37:00,"916 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100227,2021-02-18 22:37:00,2021-02-18 22:37:00,2021-02-18 22:37:00,"916 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100226,2021-02-18 20:09:00,2021-02-18 20:08:59,2021-02-18 20:09:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100226,2021-02-18 20:09:00,2021-02-18 20:08:59,2021-02-18 20:09:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202100226,2021-02-18 20:09:00,2021-02-18 20:08:59,2021-02-18 20:09:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100226,2021-02-18 20:09:00,2021-02-18 20:08:59,2021-02-18 20:09:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100225,2021-02-18 13:50:00,2021-02-17 00:00:00,2021-02-18 02:00:00,"3600 NEW HAVEN RD, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100224,2021-02-18 11:34:00,2021-02-15 15:00:00,2021-02-18 11:30:00,"1024 PARKING LOT AV14, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100223,2021-02-18 09:55:00,2021-02-18 09:45:00,2021-02-18 09:55:00,"1399 MICK DEAVER DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100222,2021-02-18 00:43:00,2021-02-18 00:43:00,2021-02-18 00:43:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100221,2021-02-18 04:02:00,2021-02-18 00:48:00,2021-02-18 01:03:00,"1099 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100221,2021-02-18 04:02:00,2021-02-18 00:48:00,2021-02-18 01:03:00,"1099 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100220,2021-02-18 00:27:00,2021-02-18 00:27:00,2021-02-18 00:27:00,"1798 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100220,2021-02-18 00:27:00,2021-02-18 00:27:00,2021-02-18 00:27:00,"1798 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100219,2021-02-17 21:00:00,2021-02-17 21:00:00,2021-02-17 21:00:00,"0 COLLEGE AVENUE, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100218,2021-02-17 12:41:00,2021-02-16 20:57:00,2021-02-17 12:41:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100217,2021-02-17 08:41:00,2021-02-17 08:40:59,2021-02-17 08:41:00,"911 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - SHOPLIFTING,LARCENY - SHOPLIFTING,CLEARED BY ARREST
202100216,2021-02-17 04:52:00,2021-02-17 04:52:00,2021-02-17 04:52:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100215,2021-02-17 00:23:00,2021-02-17 00:23:00,2021-02-17 00:23:00,"199 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100215,2021-02-17 00:23:00,2021-02-17 00:23:00,2021-02-17 00:23:00,"199 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202100214,2021-02-17 03:08:43,2021-02-17 00:08:00,2021-02-17 00:13:00,"1 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100213,2021-02-16 19:42:00,2021-02-16 19:38:00,2021-02-16 19:42:00,"499 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100212,2021-02-16 12:33:00,2021-02-16 12:32:00,2021-02-16 12:33:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100211,2021-02-16 10:05:00,2021-02-16 10:05:00,2021-02-16 10:05:00,"515 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100210,2021-02-16 08:50:00,2021-02-16 08:49:59,2021-02-16 08:50:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202100209,2021-02-15 19:53:00,2021-02-15 19:53:00,2021-02-15 19:53:00,"4700 W MILLBROOK DR, COLUMBIA MO, 65203     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100208,2021-02-15 15:08:00,2021-02-15 15:07:59,2021-02-15 15:08:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202100207,2021-02-15 15:01:00,2021-02-15 15:01:00,2021-02-15 15:01:00,"399 E STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100206,2021-02-15 12:36:00,2021-02-15 08:40:00,2021-02-15 08:54:00,"901 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100205,2021-02-13 00:00:00,2021-02-12 00:00:00,2021-02-13 00:00:00,"1024 ASHLAND RD, COLUMBIA             MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202100204,2021-02-14 20:28:00,2021-02-14 18:00:00,2021-02-14 19:47:00,"502 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,STALKING,STALKING,EXCEPTIONALLY CLEARED
202100203,2021-02-14 02:57:00,2021-02-14 02:57:00,2021-02-14 02:57:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100202,2021-02-14 01:12:00,2021-02-14 01:11:59,2021-02-14 01:12:00,"516 S WILLIAM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100201,2021-02-14 00:57:00,2021-02-14 00:56:59,2021-02-14 00:57:00,"699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100200,2021-02-13 22:14:46,2021-02-13 22:14:45,2021-02-13 22:14:46,"1100 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100199,2021-02-13 00:00:00,2021-02-13 00:00:00,2021-02-13 00:00:00,"0 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100198,2021-02-13 18:48:00,2021-02-13 18:48:00,2021-02-13 18:48:00,"1099 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100197,2021-02-13 17:33:00,2021-02-13 17:30:00,2021-02-13 17:32:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100196,2021-02-13 02:19:00,2021-02-13 02:19:00,2021-02-13 02:19:00,"601 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100196,2021-02-13 02:19:00,2021-02-13 02:19:00,2021-02-13 02:19:00,"601 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100195,2021-02-13 02:01:00,2021-02-13 02:00:59,2021-02-13 02:01:00,"844 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100195,2021-02-13 02:01:00,2021-02-13 02:00:59,2021-02-13 02:01:00,"844 HITT ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100194,2021-02-13 00:23:00,2021-02-13 00:23:00,2021-02-13 00:23:00,"900 WOODSON WAY, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100194,2021-02-13 00:23:00,2021-02-13 00:23:00,2021-02-13 00:23:00,"900 WOODSON WAY, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100193,2021-02-12 23:35:00,2021-02-12 23:35:00,2021-02-12 23:35:00,"899 ELM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202100193,2021-02-12 23:35:00,2021-02-12 23:35:00,2021-02-12 23:35:00,"899 ELM ST, COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,LIQUOR LAW,CLEARED BY ARREST
202100192,2021-02-12 17:02:00,2021-02-12 17:01:59,2021-02-12 17:02:00,"1299 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100192,2021-02-12 17:02:00,2021-02-12 17:01:59,2021-02-12 17:02:00,"1299 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100191,2021-02-12 02:36:00,2021-02-12 02:36:00,2021-02-12 02:36:00,"399 E STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100191,2021-02-12 02:36:00,2021-02-12 02:36:00,2021-02-12 02:36:00,"399 E STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100190,2021-02-12 00:03:00,2021-02-12 00:03:00,2021-02-12 00:03:00,"199 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100189,2021-02-11 00:48:00,2021-02-11 00:48:00,2021-02-11 00:48:00,"699 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100188,2021-02-11 04:07:42,2021-02-11 00:35:00,2021-02-11 00:35:00,"601 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100187,2021-02-11 00:24:00,2021-02-11 00:24:00,2021-02-11 00:24:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100186,2021-02-10 16:20:00,2021-02-10 16:06:59,2021-02-10 16:20:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202100185,2021-02-10 15:11:00,2021-01-27 08:00:00,2021-02-10 15:10:00,"1114 EAST CAMPUS LOOP, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202100184,2021-02-10 12:39:00,2021-02-10 12:39:00,2021-02-10 12:39:00,"1199 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100183,2021-02-10 14:10:14,2021-02-10 08:00:00,2021-02-10 09:00:00,"201 S SEVENTH ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100182,2021-02-10 04:20:00,2021-02-10 01:25:00,2021-02-10 01:43:00,"851 CHAMPIONS DR, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100181,2021-02-10 00:34:00,2021-02-10 00:34:00,2021-02-10 00:34:00,"1004 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100180,2021-02-09 10:53:00,2021-01-20 10:00:00,2021-02-01 10:00:00,"2500 S OLD HWY 63, COLUMBIA MO, 65203     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100179,2021-02-08 22:08:11,2021-02-08 22:08:10,2021-02-08 22:08:11,"1105 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202100178,2021-02-08 16:39:00,2021-01-07 00:00:00,2021-02-08 00:00:00,"908 VIRGINIA AVE, COLUMBIA MO, 65201     ",YES ,STALKING,STALKING,INACTIVE (MUPD ONLY)
202100177,2021-02-08 12:53:00,2021-02-08 12:40:00,2021-02-08 12:50:00,"499 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLOSED
202100176,2021-02-08 04:37:00,2021-02-08 04:37:00,2021-02-08 04:37:00,"703 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100176,2021-02-08 04:37:00,2021-02-08 04:37:00,2021-02-08 04:37:00,"703 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,TRESPASS,CLEARED BY ARREST
202100175,2021-02-08 00:23:00,2021-02-08 00:22:59,2021-02-08 00:23:00,"399 E STEWART RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100175,2021-02-08 00:23:00,2021-02-08 00:22:59,2021-02-08 00:23:00,"399 E STEWART RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100174,2021-02-07 14:36:58,2021-02-07 14:36:57,2021-02-07 14:36:58,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",UNK ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100173,2021-02-07 01:10:00,2021-02-07 01:10:00,2021-02-07 01:10:00,"1199 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100173,2021-02-07 01:10:00,2021-02-07 01:10:00,2021-02-07 01:10:00,"1199 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100172,2021-02-07 00:05:00,2021-02-07 00:04:59,2021-02-07 00:05:00,"111 E STEWART RD, COLUMBIA MO, 65203     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100171,2021-02-06 21:20:00,2021-02-06 21:09:00,2021-02-06 21:12:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100171,2021-02-06 21:20:00,2021-02-06 21:09:00,2021-02-06 21:12:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100170,2021-02-06 17:41:20,2021-02-06 17:41:19,2021-02-06 17:41:20,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100169,2021-02-06 00:23:00,2021-02-06 00:23:00,2021-02-06 00:23:00,"0 ROCK QUARRY RD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202100169,2021-02-06 00:23:00,2021-02-06 00:23:00,2021-02-06 00:23:00,"0 ROCK QUARRY RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100168,2021-02-01 17:03:00,2021-01-17 00:00:00,2021-01-21 00:00:00,"2900 OLD HWY 63 S, COLUMBIA MO, 65201     ",NO  ,IDENTITY THEFT,IDENTITY THEFT,ACTIVE
202100167,2021-02-05 15:36:00,2021-01-28 19:41:00,2021-01-28 19:41:00,"404 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100166,2021-02-06 12:09:58,2021-02-05 13:15:00,2021-02-05 13:25:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100166,2021-02-06 12:09:58,2021-02-05 13:15:00,2021-02-05 13:25:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100165,2021-02-05 04:01:00,2021-02-05 04:01:00,2021-02-05 04:01:00,"0 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100164,2021-02-05 04:24:00,2021-02-05 04:09:00,2021-02-05 04:24:00,"505 HITT ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100163,2021-02-05 02:50:00,2021-02-05 02:50:00,2021-02-05 02:50:00,"1300 ROSEMARY LN, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100162,2021-02-05 00:58:00,2021-02-05 00:57:59,2021-02-05 00:58:00,"399 W STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
