case_number,time_reported,time_started,time_ended,location_of_occurrence,domestic_relationship,incident_type,criminal_offense,disposition,latitude,longitude,zip_code,year,month,day,hour,day_of_week,general_offense
202101791,2021-10-29 04:11:00,2021-10-29 04:11:00,2021-10-29 04:11:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,WARRANT ARREST,PROPERTY DAMAGE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2021,10,29,4,Friday,PROPERTY DAMAGE
202101791,2021-10-29 04:11:00,2021-10-29 04:11:00,2021-10-29 04:11:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2021,10,29,4,Friday,PROPERTY DAMAGE
202101790,2021-10-29 01:38:00,2021-10-29 01:37:59,2021-10-29 01:38:00,"999 ELM ST, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.9487267,-92.3258538,65201,2021,10,29,1,Friday,LIQUOR LAW
202101789,2021-10-29 00:05:00,2021-10-29 00:04:59,2021-10-29 00:05:00,"1099 LOCUST ST, COLUMBIA MO",NO  ,RESISTING ARREST BY FLEEING,FORGERY,CLEARED BY ARREST,38.949431,-92.3255423,65201,2021,10,29,0,Friday,FORGERY
202101789,2021-10-29 00:05:00,2021-10-29 00:04:59,2021-10-29 00:05:00,"1099 LOCUST ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.949431,-92.3255423,65201,2021,10,29,0,Friday,FORGERY
202101789,2021-10-29 00:05:00,2021-10-29 00:04:59,2021-10-29 00:05:00,"1099 LOCUST ST, COLUMBIA MO",NO  ,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST,38.949431,-92.3255423,65201,2021,10,29,0,Friday,FORGERY
202101789,2021-10-29 00:05:00,2021-10-29 00:04:59,2021-10-29 00:05:00,"1099 LOCUST ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.949431,-92.3255423,65201,2021,10,29,0,Friday,FORGERY
202101789,2021-10-29 00:05:00,2021-10-29 00:04:59,2021-10-29 00:05:00,"1099 LOCUST ST, COLUMBIA MO",NO  ,LITTERING (BCSD),FORGERY,CLEARED BY ARREST,38.949431,-92.3255423,65201,2021,10,29,0,Friday,FORGERY
202101788,2021-10-28 22:57:00,2021-10-28 22:57:00,2021-10-28 22:57:00,"903 HITT ST, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.940448,-92.3265618,65201,2021,10,28,22,Thursday,SICK/MENTALLY ILL PERSON
202101787,2021-10-28 22:48:00,2021-10-28 22:47:59,2021-10-28 22:48:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.938381,-92.3292677,65201,2021,10,28,22,Thursday,ASSAULT
202101786,2021-10-29 00:57:02,2021-10-29 00:57:01,2021-10-29 00:57:02,"800 HITT ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9415285,-92.3243359,65201,2021,10,29,0,Friday,CRASH INVESTIGATION
202101785,2021-10-28 18:00:00,2021-10-28 13:00:00,2021-10-28 17:00:00,"1406 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED,38.9416937,-92.3202034,65201,2021,10,28,13,Thursday,LARCENY 
202101784,2021-10-28 08:53:00,2021-10-28 08:50:00,2021-10-28 08:50:00,"699 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9354456,-92.329758,65201,2021,10,28,8,Thursday,CRASH INVESTIGATION
202101783,2021-10-28 08:06:00,2021-10-27 08:00:00,2021-10-28 08:00:00,"309 HITT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65201,2021,10,27,8,Wednesday,PROPERTY DAMAGE
202101782,2021-10-28 07:38:00,2021-10-28 07:38:00,2021-10-28 07:38:00,"813 HITT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9417978,-92.3253886,65201,2021,10,28,7,Thursday,PROPERTY DAMAGE
202101781,2021-10-28 02:56:00,2021-10-28 02:55:59,2021-10-28 02:56:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2021,10,28,2,Thursday,DRUG 
202101780,2021-10-27 21:31:00,2021-10-27 21:16:00,2021-10-27 21:31:00,"811 CONLEY AVE, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9442937,-92.3285414,65201,2021,10,27,21,Wednesday,CRASH INVESTIGATION
202101778,2021-10-27 16:49:00,2021-10-27 16:49:00,2021-10-27 16:49:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.938381,-92.3292677,65201,2021,10,27,16,Wednesday,ASSAULT
202101777,2021-10-27 10:49:00,2021-10-17 17:00:00,2021-10-25 19:30:00,"1264 ASHLAND RD, COLUMBIA MO",NO  ,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,INACTIVE (MUPD ONLY),38.9347661,-92.3160247,65201,2021,10,17,17,Sunday,MOTOR VEHICLE THEFT
202101776,2021-10-27 03:52:00,2021-10-27 03:52:00,2021-10-27 03:52:00,"1174 ASHLAND RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9373126,-92.3179392,65201,2021,10,27,3,Wednesday,TRAFFIC OFFENSE
202101775,2021-10-27 00:38:00,2021-10-27 00:38:00,2021-10-27 00:38:00,"1299 ROLLINS ST, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9421671,-92.3220982,65201,2021,10,27,0,Wednesday,DWI
202101775,2021-10-27 00:38:00,2021-10-27 00:38:00,2021-10-27 00:38:00,"1299 ROLLINS ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9421671,-92.3220982,65201,2021,10,27,0,Wednesday,DWI
202101774,2021-10-27 23:33:21,2021-10-27 23:33:20,2021-10-27 23:33:21,"1199 TIGER AVE, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9376364,-92.3307516,65201,2021,10,27,23,Wednesday,CRASH INVESTIGATION
202101773,2021-10-26 16:48:00,2021-10-26 16:47:59,2021-10-26 16:48:00,"220 S TENTH ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9491757,-92.326243,65201,2021,10,26,16,Tuesday,CRASH INVESTIGATION
202101772,2021-10-26 13:47:00,2021-10-25 13:30:00,2021-10-26 11:00:00,"900 VIRGINIA AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9408835,-92.3227111,65201,2021,10,25,13,Monday,LARCENY 
202101771,2021-10-29 06:02:02,2021-10-26 12:09:00,2021-10-26 12:09:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.938273,-92.3273842,65201,2021,10,26,12,Tuesday,ASSIST OTHER AGENCY (MUPD)
202101770,2021-10-27 07:45:27,2021-10-26 12:40:00,2021-10-26 12:45:00,"699 ROLLINS ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.942363,-92.3299911,65201,2021,10,26,12,Tuesday,CRASH INVESTIGATION
202101769,2021-10-26 11:43:00,2021-10-19 17:00:00,2021-10-26 09:00:00,"402 N KEENE ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST,38.9558769,-92.2879724,65201,2021,10,19,17,Tuesday,LARCENY 
202101768,2021-10-26 14:45:44,2021-10-26 11:10:00,2021-10-26 11:10:00,"699 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9354456,-92.329758,65201,2021,10,26,11,Tuesday,CRASH INVESTIGATION
202101767,2021-10-26 04:06:00,2021-10-26 04:05:59,2021-10-26 04:06:00,"1099 W STADIUM BLVD, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.937855,-92.3393629,65203,2021,10,26,4,Tuesday,DWI
202101767,2021-10-26 04:06:00,2021-10-26 04:05:59,2021-10-26 04:06:00,"1099 W STADIUM BLVD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.937855,-92.3393629,65203,2021,10,26,4,Tuesday,DWI
202101766,2021-10-25 23:39:00,2021-10-25 23:39:00,2021-10-25 23:39:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST,38.938273,-92.3273842,65201,2021,10,25,23,Monday,WARRANT ARREST
202101765,2021-10-25 23:11:00,2021-10-25 23:11:00,2021-10-25 23:11:00,"1007 TIGER AVE, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.9387196,-92.330946,65201,2021,10,25,23,Monday,ASSIST OTHER AGENCY (MUPD)
202101764,2021-10-25 17:35:00,2021-10-25 17:34:59,2021-10-25 17:35:00,"499 S NINTH ST, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,INACTIVE (MUPD ONLY),38.9464604,-92.3275743,65201,2021,10,25,17,Monday,ASSAULT
202101763,2021-10-25 16:45:00,2021-10-25 16:45:00,2021-10-25 16:45:00,"404 KEENE ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY),38.9574815,-92.2883474,65201,2021,10,25,16,Monday,DRUG 
202101761,2021-10-25 14:34:00,2021-10-25 14:30:00,2021-10-25 14:30:00,"507 S NINTH ST, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST,38.9464449,-92.3292896,65201,2021,10,25,14,Monday,TRESPASS
202101760,2021-10-26 07:22:45,2021-10-24 16:00:00,2021-10-25 14:30:00,"1100 SG7, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),0.1682591220664885,90870607.0,65201,2021,10,24,16,Sunday,LEAVING THE SCENE OF ACCIDENT
202101758,2021-10-25 12:04:00,2021-10-22 19:30:00,2021-10-25 10:30:00,"1024 ASHLAND RD, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9375277,-92.3172719,65201,2021,10,22,19,Friday,PROPERTY DAMAGE
202101757,2021-10-25 06:50:00,2021-10-22 13:00:00,2021-10-25 06:50:00,"1264 ASHLAND RD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9347661,-92.3160247,65201,2021,10,22,13,Friday,LARCENY 
202101756,2021-10-25 02:23:00,2021-10-25 02:23:00,2021-10-25 02:23:00,"1024 ASHLAND RD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY),38.9375277,-92.3172719,65201,2021,10,25,2,Monday,DRUG 
202101755,2021-10-24 20:08:00,2021-10-24 20:08:00,2021-10-24 20:08:00,"404 KENTUCKY BLVD, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9382868,-92.3335053,65201,2021,10,24,20,Sunday,LARCENY 
202101754,2021-10-24 17:11:00,2021-10-24 17:10:59,2021-10-24 17:11:00,"1699 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9330869,-92.3154177,65201,2021,10,24,17,Sunday,CRASH INVESTIGATION
202101753,2021-10-24 00:00:00,2021-10-24 00:00:00,2021-10-24 00:00:00,"309 HITT ST, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65201,2021,10,24,0,Sunday,LEAVING THE SCENE OF ACCIDENT
202101752,2021-10-24 00:00:00,2021-10-24 00:00:00,2021-10-24 00:00:00,"0 CHAMPIONS DR, COLUMBIA MO", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9335028,-92.3337025,65201,2021,10,24,0,Sunday,CRASH INVESTIGATION
202101751,2021-10-24 10:14:00,2021-10-18 11:00:00,2021-10-23 09:56:00,"1601 S PROVIDENCE RD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.931024,-92.3388856,65203,2021,10,18,11,Monday,LARCENY 
202101750,2021-10-24 08:41:00,2021-10-24 08:41:00,2021-10-24 08:41:00,"804 ELM ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY),38.9485318,-92.3286516,65201,2021,10,24,8,Sunday,FORGERY
202101749,2021-10-24 01:45:00,2021-10-24 01:45:00,2021-10-24 01:45:00,"1099 UNIVERSITY AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.9464266,-92.3255815,65201,2021,10,24,1,Sunday,LIQUOR LAW
202101748,2021-10-24 00:31:00,2021-10-24 00:30:59,2021-10-24 00:31:00,"399 W STADIUM BLVD, COLUMBIA MO",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST,0.1682591283490839,90873056.0,65203,2021,10,24,0,Sunday,WARRANT ARREST
202101747,2021-10-23 22:53:00,2021-10-23 22:52:59,2021-10-23 22:53:00,"699 TIGER AVE, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9434285,-92.3299266,65201,2021,10,23,22,Saturday,FORGERY
202101747,2021-10-23 22:53:00,2021-10-23 22:52:59,2021-10-23 22:53:00,"699 TIGER AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9434285,-92.3299266,65201,2021,10,23,22,Saturday,FORGERY
202101746,2021-10-23 18:06:00,2021-10-23 18:06:00,2021-10-23 18:06:00,"309 HITT ST, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST,38.9477592,-92.3260376,65201,2021,10,23,18,Saturday,TRESPASS
202101745,2021-10-23 00:48:00,2021-10-23 00:48:00,2021-10-23 00:48:00,"1299 UNIVERSITY AVE, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9464077,-92.3220789,65201,2021,10,23,0,Saturday,DWI
202101745,2021-10-23 00:48:00,2021-10-23 00:48:00,2021-10-23 00:48:00,"1299 UNIVERSITY AVE, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9464077,-92.3220789,65201,2021,10,23,0,Saturday,DWI
202101744,2021-10-23 01:08:00,2021-10-23 01:07:59,2021-10-23 01:08:00,"304 S NINTH ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9482728,-92.3273947,65201,2021,10,23,1,Saturday,FORGERY
202101744,2021-10-23 01:08:00,2021-10-23 01:07:59,2021-10-23 01:08:00,"304 S NINTH ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9482728,-92.3273947,65201,2021,10,23,1,Saturday,FORGERY
202101743,2021-10-22 23:15:00,2021-10-22 23:15:00,2021-10-22 23:15:00,"1000 VIRGINIA AVE, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9386026,-92.3228941,65201,2021,10,22,23,Friday,SICK/MENTALLY ILL PERSON
202101742,2021-10-22 00:00:00,2021-10-22 00:00:00,2021-10-22 00:00:00,"901 HITT ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY),38.9403866,-92.3259,65201,2021,10,22,0,Friday,DRUG 
202101741,2021-10-22 16:41:55,2021-10-22 16:41:54,2021-10-22 16:41:55,"1202 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST,38.9417635,-92.3225807,65201,2021,10,22,16,Friday,LARCENY 
202101740,2021-10-22 07:01:00,2021-10-22 07:01:00,2021-10-22 07:01:00,"1365 AGRONOMY RESEARCH DR, COLUMBIA MO",NO  ,BURGLARY,BURGLARY,INACTIVE (MUPD ONLY),38.930843,-92.3435462,65203,2021,10,22,7,Friday,BURGLARY
202101739,2021-10-22 04:17:00,2021-10-22 04:17:00,2021-10-22 04:17:00,"404 N KEENE ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9574815,-92.2883474,65201,2021,10,22,4,Friday,PROPERTY DAMAGE
202101738,2021-10-22 02:19:00,2021-10-22 02:18:59,2021-10-22 02:19:00,"3067 E STADIUM BLVD, COLUMBIA MO",NO  ,LIQUOR LAW,DWI,CLEARED BY ARREST,38.9318978,-92.2970959,65201,2021,10,22,2,Friday,DWI
202101738,2021-10-22 02:19:00,2021-10-22 02:18:59,2021-10-22 02:19:00,"3067 E STADIUM BLVD, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9318978,-92.2970959,65201,2021,10,22,2,Friday,DWI
202101738,2021-10-22 02:19:00,2021-10-22 02:18:59,2021-10-22 02:19:00,"3067 E STADIUM BLVD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9318978,-92.2970959,65201,2021,10,22,2,Friday,DWI
202101737,2021-10-22 01:00:00,2021-10-22 00:59:59,2021-10-22 01:00:00,"599 ROLLINS ST, COLUMBIA MO",NO  ,DWI,FORGERY,CLEARED BY ARREST,38.9428743,-92.3310652,65201,2021,10,22,0,Friday,FORGERY
202101737,2021-10-22 01:00:00,2021-10-22 00:59:59,2021-10-22 01:00:00,"599 ROLLINS ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9428743,-92.3310652,65201,2021,10,22,0,Friday,FORGERY
202101736,2021-10-22 00:19:36,2021-10-21 23:39:00,2021-10-21 23:39:36,"309 HITT ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65211,2021,10,21,23,Thursday,FORGERY
202101736,2021-10-22 00:19:36,2021-10-21 23:39:00,2021-10-21 23:39:36,"309 HITT ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65211,2021,10,21,23,Thursday,FORGERY
202101736,2021-10-22 00:19:36,2021-10-21 23:39:00,2021-10-21 23:39:36,"309 HITT ST, COLUMBIA MO",NO  ,STOLEN PROPERTY - BUY/RECEIVE/POSSESS,FORGERY,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65211,2021,10,21,23,Thursday,FORGERY
202101735,2021-10-21 22:29:00,2021-10-21 22:28:59,2021-10-21 22:29:00,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST,38.9351564,-92.3256949,65201,2021,10,21,22,Thursday,DRUG 
202101735,2021-10-21 22:29:00,2021-10-21 22:28:59,2021-10-21 22:29:00,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9351564,-92.3256949,65201,2021,10,21,22,Thursday,DRUG 
202101733,2021-10-21 16:00:00,2021-10-17 22:00:00,2021-10-21 16:00:00,"704 S COLLEGE AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9435595,-92.321623,65201,2021,10,17,22,Sunday,LARCENY 
202101732,2021-10-21 14:21:54,2021-10-20 14:22:00,2021-10-20 15:30:00,"749 KENTUCKY BLVD, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9393296,-92.3305865,65201,2021,10,20,14,Wednesday,LEAVING THE SCENE OF ACCIDENT
202101731,2021-10-21 12:11:00,2021-10-20 09:00:00,2021-10-21 09:00:00,"901 VIRGINIA AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9399251,-92.3247496,65201,2021,10,20,9,Wednesday,LARCENY 
202101730,2021-10-21 12:11:58,2021-10-21 09:09:00,2021-10-21 09:09:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.938273,-92.3273842,65201,2021,10,21,9,Thursday,ASSIST OTHER AGENCY (MUPD)
202101729,2021-10-21 06:39:00,2021-10-21 06:39:00,2021-10-21 06:39:00,"1306 ROLLINS RD, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9438831,-92.3588162,65203,2021,10,21,6,Thursday,FORGERY
202101729,2021-10-21 06:39:00,2021-10-21 06:39:00,2021-10-21 06:39:00,"1306 ROLLINS RD, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9438831,-92.3588162,65203,2021,10,21,6,Thursday,FORGERY
202101728,2021-10-21 01:16:00,2021-10-21 01:15:59,2021-10-21 01:16:00,"851 CHAMPIONS DR, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.9342168,-92.3287348,65201,2021,10,21,1,Thursday,LIQUOR LAW
202101727,2021-10-21 00:51:00,2021-10-21 00:51:00,2021-10-21 00:51:00,"602 SANFORD AVE, COLUMBIA MO",NO  ,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST,38.9446193,-92.3315884,65201,2021,10,21,0,Thursday,DISORDERLY CONDUCT
202101726,2021-10-21 00:23:00,2021-10-21 00:22:59,2021-10-21 00:23:00,"599 S FIFTH ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9447107,-92.3321528,65201,2021,10,21,0,Thursday,TRAFFIC OFFENSE
202101725,2021-10-20 23:14:00,2021-10-20 23:14:00,2021-10-20 23:14:00,"507 KENTUCKY BLVD, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.939803,-92.3318592,65201,2021,10,20,23,Wednesday,LARCENY 
202101724,2021-10-20 17:35:00,2021-10-20 06:20:00,2021-10-20 17:15:00,"500 N KEENE ST, COLUMBIA MO",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY),38.9581097,-92.2880102,65201,2021,10,20,6,Wednesday,LARCENY 
202101723,2021-10-20 11:43:11,2021-10-20 06:22:00,2021-10-20 06:22:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.9417635,-92.3225807,65201,2021,10,20,6,Wednesday,PROPERTY DAMAGE
202101722,2021-10-20 00:46:00,2021-10-20 00:46:00,2021-10-20 00:46:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-INTIMIDATION,ASSAULT-INTIMIDATION,ACTIVE,38.938273,-92.3273842,65201,2021,10,20,0,Wednesday,ASSAULT
202101721,2021-10-20 00:55:00,2021-10-20 00:55:00,2021-10-20 00:55:00,"502 KENTUCKY BLVD, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9389926,-92.3320941,65201,2021,10,20,0,Wednesday,SICK/MENTALLY ILL PERSON
202101720,2021-10-19 17:37:00,2021-10-19 17:37:00,2021-10-19 17:37:00,"502 KENTUCKY BLVD, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLEARED BY ARREST,38.9389926,-92.3320941,65201,2021,10,19,17,Tuesday,ASSIST OTHER AGENCY (MUPD)
202101719,2021-10-19 15:43:00,2021-10-19 03:00:00,2021-10-19 15:43:00,"2401 LEMONE INDUSTRIAL BLVD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.9261185,-92.2925957,65201,2021,10,19,3,Tuesday,LARCENY 
202101718,2021-10-19 12:54:00,2021-10-11 20:00:00,2021-10-17 07:30:00,"311 S SIXTH ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9477721,-92.33149,65201,2021,10,11,20,Monday,PROPERTY DAMAGE
202101717,2021-10-19 12:20:00,2021-10-19 00:00:00,2021-10-19 00:00:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2021,10,19,0,Tuesday,LARCENY 
202101716,2021-10-19 07:52:00,2021-10-18 16:00:00,2021-10-19 06:00:00,"5151 E OLD MILLERS RD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.8862413,-92.2622318,65201,2021,10,18,16,Monday,LARCENY 
202101715,2021-10-19 02:29:00,2021-10-19 02:29:00,2021-10-19 02:29:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2021,10,19,2,Tuesday,PROPERTY DAMAGE
202101714,2021-10-19 11:36:03,2021-10-18 11:40:00,2021-10-18 11:49:00,"15 HOSPITAL DR, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9382877,-92.3257235,65201,2021,10,18,11,Monday,LEAVING THE SCENE OF ACCIDENT
202101713,2021-10-18 11:13:00,2021-10-15 04:25:00,2021-10-15 04:26:00,"1306 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9407214,-92.320369,65211,2021,10,15,4,Friday,LARCENY 
202101712,2021-10-18 00:20:00,2021-10-18 00:20:00,2021-10-18 00:20:00,"1133 ASHLAND RD, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9345493,-92.317294,65201,2021,10,18,0,Monday,SICK/MENTALLY ILL PERSON
