case_number,time_reported,time_occured,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202100581,04/24/2021 03:42:00 am,04/24/2021 03:42:00 am-04/24/2021 03:42:00 am,"902 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,TRESPASS,FORGERY,CLEARED BY ARREST
202100581,04/24/2021 03:42:00 am,04/24/2021 03:42:00 am-04/24/2021 03:42:00 am,"902 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100580,04/24/2021 02:02:00 am,04/24/2021 02:02:00 am-04/24/2021 02:02:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100579,04/24/2021 12:15:00 am,04/24/2021 12:13:00 am-04/24/2021 12:15:00 am,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,ROBBERY,ROBBERY,INACTIVE (MUPD ONLY)
202100579,04/24/2021 12:15:00 am,04/24/2021 12:13:00 am-04/24/2021 12:15:00 am,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,WEAPONS LAW,ROBBERY,INACTIVE (MUPD ONLY)
202100578,04/24/2021 12:41:00 am,04/24/2021 12:41:00 am-04/24/2021 12:41:00 am,"299 HITT ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100577,04/23/2021 12:15:00 pm,04/23/2021 05:16:00 am-04/23/2021 12:15:00 pm,"1307 WILSON AVE , COLUMBIA MO, 65201     ",NO  ,BURGLARY,BURGLARY,INACTIVE (MUPD ONLY)
202100576,04/23/2021 11:32:15 am,04/23/2021 11:32:14 am-04/23/2021 11:32:15 am,"601 TURNER AVE , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202100575,04/23/2021 01:57:00 am,04/23/2021 01:57:00 am-04/23/2021 01:57:00 am,"851 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100574,04/23/2021 04:14:00 am,04/23/2021 01:28:00 am-04/23/2021 01:32:00 am,"949 VIRGINIA AVE/LAKE ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100574,04/23/2021 04:14:00 am,04/23/2021 01:28:00 am-04/23/2021 01:32:00 am,"949 VIRGINIA AVE/LAKE ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100573,04/23/2021 03:17:00 am,04/22/2021 11:40:00 pm-04/22/2021 11:49:00 pm,"800 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100573,04/23/2021 03:17:00 am,04/22/2021 11:40:00 pm-04/22/2021 11:49:00 pm,"800 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100572,04/22/2021 09:45:00 pm,04/22/2021 09:45:00 pm-04/22/2021 09:45:00 pm,"2900 OLD 63 SOUTH BLDNG 7 , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202100571,04/22/2021 07:33:00 pm,04/22/2021 07:33:00 pm-04/22/2021 07:33:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100570,04/22/2021 03:48:00 pm,12/01/2020 12:00:00 am-12/01/2020 12:00:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY)
202100569,04/22/2021 04:18:00 am,04/22/2021 01:31:00 am-04/22/2021 01:54:00 am,"599 HITT ST/LOWRY MALL , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100569,04/22/2021 04:18:00 am,04/22/2021 01:31:00 am-04/22/2021 01:54:00 am,"599 HITT ST/LOWRY MALL , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202100568,04/21/2021 01:08:00 am,04/21/2021 01:08:00 am-04/21/2021 01:08:00 am,"2900 SOUTH OLD 63 BUILDING 8 , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100567,04/21/2021 03:12:00 pm,04/21/2021 10:30:00 am-04/21/2021 03:12:00 pm,"903 HITT ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,EXCEPTIONALLY CLEARED
202100566,04/21/2021 01:00:00 pm,04/21/2021 01:00:00 pm-04/21/2021 01:00:00 pm,"1699 E STADIUM BLVD/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100565,04/21/2021 12:00:00 am,04/21/2021 12:00:00 am-04/21/2021 12:00:00 am,"0 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100564,04/21/2021 01:08:02 am,04/21/2021 01:00:01 am-04/21/2021 01:08:02 am,"2900  OLD 63 S BLDG 8 APT 8 , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100563,04/20/2021 03:00:00 pm,04/20/2021 06:30:00 am-04/20/2021 12:00:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100562,04/20/2021 02:00:00 pm,04/20/2021 07:50:00 am-04/20/2021 07:55:00 am,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100561,04/19/2021 07:32:00 pm,04/19/2021 07:32:00 pm-04/19/2021 07:32:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100561,04/19/2021 07:32:00 pm,04/19/2021 07:32:00 pm-04/19/2021 07:32:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100560,04/19/2021 12:00:00 am,04/18/2021 12:00:00 am-01/01/1970 12:00:00 am,"902 VIRGINIA AVE , COLUMBIA MO,           ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100559,04/16/2021 12:00:00 am,04/15/2021 12:00:00 am-01/01/1970 12:00:00 am,"401 KENTUCKY BLVD , COLUMBIA MO,           ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED
202100558,04/19/2021 03:00:00 pm,04/19/2021 10:30:00 am-04/19/2021 10:36:00 am,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100557,04/18/2021 08:39:00 pm,04/18/2021 08:39:00 pm-04/18/2021 08:39:00 pm,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100557,04/18/2021 08:39:00 pm,04/18/2021 08:39:00 pm-04/18/2021 08:39:00 pm,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100556,04/18/2021 02:41:00 pm,04/18/2021 02:30:00 pm-04/18/2021 02:30:00 pm,"603 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100555,05/10/2021 08:26:54 am,04/18/2021 08:20:00 am-04/23/2021 08:38:00 am,"3916 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100554,04/23/2021 10:14:54 am,04/18/2021 12:20:00 am-04/18/2021 12:45:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,ACTIVE
202100553,04/15/2021 03:26:00 am,04/15/2021 03:26:00 am-04/15/2021 03:26:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202100552,04/18/2021 01:07:00 am,04/18/2021 01:07:00 am-04/18/2021 01:07:00 am,"599 ELM ST/S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202100551,04/18/2021 05:42:00 am,04/18/2021 12:24:00 am-04/18/2021 12:30:00 am,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100551,04/18/2021 05:42:00 am,04/18/2021 12:24:00 am-04/18/2021 12:30:00 am,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100550,04/18/2021 04:39:00 am,04/18/2021 12:04:00 am-04/18/2021 12:04:00 am,"499 S SIXTH ST/E STEWART RD , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100549,04/17/2021 10:49:00 pm,04/17/2021 10:49:00 pm-04/17/2021 10:49:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,RECOVER VEH./PROP.,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY)
202100549,04/17/2021 10:49:00 pm,04/17/2021 10:49:00 pm-04/17/2021 10:49:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY)
202100548,04/17/2021 01:31:52 pm,04/17/2021 01:31:51 pm-04/17/2021 01:31:52 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100547,04/18/2021 08:40:26 am,04/17/2021 09:00:00 am-04/17/2021 09:30:00 am,"2113 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100546,04/17/2021 04:48:00 am,04/17/2021 01:07:00 am-04/17/2021 01:10:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100546,04/17/2021 04:48:00 am,04/17/2021 01:07:00 am-04/17/2021 01:10:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100546,04/17/2021 04:48:00 am,04/17/2021 01:07:00 am-04/17/2021 01:10:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100545,04/17/2021 12:24:00 am,04/17/2021 12:24:00 am-04/17/2021 12:24:00 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100545,04/17/2021 12:24:00 am,04/17/2021 12:24:00 am-04/17/2021 12:24:00 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100544,04/17/2021 12:20:00 am,04/17/2021 12:20:00 am-04/17/2021 12:20:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100544,04/17/2021 12:20:00 am,04/17/2021 12:20:00 am-04/17/2021 12:20:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100543,04/16/2021 10:35:00 pm,04/16/2021 10:35:00 pm-04/16/2021 10:35:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202100543,04/16/2021 10:35:00 pm,04/16/2021 10:35:00 pm-04/16/2021 10:35:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100543,04/16/2021 10:35:00 pm,04/16/2021 10:35:00 pm-04/16/2021 10:35:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100542,04/16/2021 10:33:00 am,04/16/2021 10:32:59 am-04/16/2021 10:33:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100542,04/16/2021 10:33:00 am,04/16/2021 10:32:59 am-04/16/2021 10:33:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100541,04/16/2021 07:17:00 am,04/16/2021 07:17:00 am-04/16/2021 07:17:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100540,04/15/2021 05:26:00 pm,04/15/2021 05:19:59 pm-04/15/2021 05:26:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100539,04/15/2021 03:42:00 pm,04/15/2021 01:40:00 pm-04/15/2021 01:45:00 pm,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100538,04/15/2021 12:45:00 pm,04/15/2021 12:00:00 am-04/15/2021 12:00:00 am,"2908 LEMONE INDUSTRIAL BLVD , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202100537,04/15/2021 02:15:00 am,04/15/2021 02:15:00 am-04/15/2021 02:15:00 am,"905 HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100537,04/15/2021 02:15:00 am,04/15/2021 02:15:00 am-04/15/2021 02:15:00 am,"905 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100536,04/14/2021 11:11:14 pm,04/14/2021 07:09:00 pm-04/14/2021 11:11:14 pm,"1100 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100535,04/14/2021 12:00:00 am,04/14/2021 12:00:00 am-01/01/1970 12:00:00 am,"701 S COLLEGE AVE , COLUMBIA             MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202100534,04/14/2021 12:50:00 pm,04/14/2021 12:49:59 pm-04/14/2021 12:50:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100533,04/14/2021 08:05:00 am,04/14/2021 08:04:00 am-04/14/2021 08:04:00 am,"0 MO 740 , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100532,04/14/2021 01:29:00 am,04/14/2021 01:29:00 am-04/14/2021 01:29:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100532,04/14/2021 01:29:00 am,04/14/2021 01:29:00 am-04/14/2021 01:29:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100531,04/14/2021 12:47:00 am,04/14/2021 12:47:00 am-04/14/2021 12:47:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100531,04/14/2021 12:47:00 am,04/14/2021 12:47:00 am-04/14/2021 12:47:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100530,04/13/2021 09:21:00 pm,04/13/2021 09:20:00 pm-04/13/2021 09:21:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100529,04/13/2021 02:05:00 pm,04/13/2021 02:00:00 pm-04/13/2021 02:05:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100528,04/12/2021 02:16:00 am,04/12/2021 02:16:00 am-04/12/2021 02:16:00 am,"0 KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202100528,04/12/2021 02:16:00 am,04/12/2021 02:16:00 am-04/12/2021 02:16:00 am,"0 KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202100528,04/12/2021 02:16:00 am,04/12/2021 02:16:00 am-04/12/2021 02:16:00 am,"0 KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202100528,04/12/2021 02:16:00 am,04/12/2021 02:16:00 am-04/12/2021 02:16:00 am,"0 KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202100528,04/12/2021 02:16:00 am,04/12/2021 02:16:00 am-04/12/2021 02:16:00 am,"0 KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202100527,04/12/2021 02:06:00 am,04/12/2021 02:06:00 am-04/12/2021 02:06:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202100526,04/12/2021 04:16:00 am,04/11/2021 11:46:00 pm-04/11/2021 11:56:00 pm,"1619 ROCK QUARRY RD/HINKSON CREEK TRL , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,DRUG - NARCOTIC,CLEARED BY ARREST
202100526,04/12/2021 04:16:00 am,04/11/2021 11:46:00 pm-04/11/2021 11:56:00 pm,"1619 ROCK QUARRY RD/HINKSON CREEK TRL , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100525,04/11/2021 10:24:00 pm,04/11/2021 10:24:00 pm-04/11/2021 10:24:00 pm,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100525,04/11/2021 10:24:00 pm,04/11/2021 10:24:00 pm-04/11/2021 10:24:00 pm,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100524,04/11/2021 01:50:00 am,04/11/2021 01:40:00 am-04/11/2021 01:50:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100524,04/11/2021 01:50:00 am,04/11/2021 01:40:00 am-04/11/2021 01:50:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100524,04/11/2021 01:50:00 am,04/11/2021 01:40:00 am-04/11/2021 01:50:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100523,04/11/2021 12:40:00 am,04/11/2021 12:33:00 am-04/11/2021 12:40:00 am,"400 KENTUCKY BLVD/S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100523,04/11/2021 12:40:00 am,04/11/2021 12:33:00 am-04/11/2021 12:40:00 am,"400 KENTUCKY BLVD/S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100523,04/11/2021 12:40:00 am,04/11/2021 12:33:00 am-04/11/2021 12:40:00 am,"400 KENTUCKY BLVD/S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100522,04/10/2021 08:28:00 pm,04/10/2021 08:27:59 pm-04/10/2021 08:28:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100522,04/10/2021 08:28:00 pm,04/10/2021 08:27:59 pm-04/10/2021 08:28:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100522,04/10/2021 08:28:00 pm,04/10/2021 08:27:59 pm-04/10/2021 08:28:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202100521,04/10/2021 07:37:00 am,04/10/2021 07:37:00 am-04/10/2021 07:37:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100521,04/10/2021 07:37:00 am,04/10/2021 07:37:00 am-04/10/2021 07:37:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100520,04/10/2021 02:21:11 am,04/10/2021 02:21:10 am-04/10/2021 02:21:11 am,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100519,04/10/2021 05:16:00 am,04/10/2021 12:57:00 am-04/10/2021 01:11:00 am,"901 HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100519,04/10/2021 05:16:00 am,04/10/2021 12:57:00 am-04/10/2021 01:11:00 am,"901 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100518,04/10/2021 03:05:00 am,04/10/2021 12:46:00 am-04/10/2021 12:46:00 am,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100518,04/10/2021 03:05:00 am,04/10/2021 12:46:00 am-04/10/2021 12:46:00 am,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100517,04/09/2021 11:59:00 pm,04/09/2021 11:59:00 pm-04/09/2021 11:59:00 pm,"1720 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100517,04/09/2021 11:59:00 pm,04/09/2021 11:59:00 pm-04/09/2021 11:59:00 pm,"1720 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100517,04/09/2021 11:59:00 pm,04/09/2021 11:59:00 pm-04/09/2021 11:59:00 pm,"1720 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202100516,04/09/2021 11:21:00 pm,04/09/2021 11:20:59 pm-04/09/2021 11:21:00 pm,"1103 S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100515,04/09/2021 10:11:00 pm,04/09/2021 10:10:59 pm-04/09/2021 10:11:00 pm,"499 ROLLINS ST/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100514,04/09/2021 08:16:00 pm,04/08/2021 06:00:00 pm-04/09/2021 08:15:00 pm,"900 UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100513,04/09/2021 06:45:00 pm,04/09/2021 06:16:59 pm-04/09/2021 06:45:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100512,04/09/2021 06:02:00 pm,04/09/2021 06:01:59 pm-04/09/2021 06:02:00 pm,"1598 S PROVIDENCE RD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100511,04/09/2021 05:08:00 pm,04/09/2021 05:01:00 pm-04/09/2021 05:02:20 pm,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100510,04/09/2021 02:08:00 pm,04/09/2021 01:00:00 pm-04/09/2021 02:00:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100509,04/09/2021 01:52:16 pm,04/09/2021 09:20:00 am-04/09/2021 09:40:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,EXCEPTIONALLY CLEARED
202100508,04/08/2021 12:00:00 am,03/21/2021 12:00:00 am-01/01/1970 12:00:00 am,"1400 ROCK QUARRY RD , COLUMBIA MO,           ",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202100507,04/09/2021 09:00:00 am,04/09/2021 09:00:00 am-04/09/2021 09:00:00 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
